House_ID,Area_sqft,Bedrooms,Bathrooms,Age,Parking,Location,Distance_to_City,Price
62,2578,4,3,12,3,North,22.6,642471.3
63,2945,3,4,30,0,West,3.9,632902.87
64,1085,5,3,27,2,West,24.9,273764.15
65,1779,4,2,34,1,West,7.1,396017.45
66,946,1,4,2,3,West,22.5,297133.39
67,2436,4,4,10,3,East,12.8,633976.33
68,2429,5,3,30,1,East,3.6,535177.53
69,1011,1,4,41,2,North,24.8,186991.4
70,2915,4,2,38,3,South,1.1,605310.39
71,3150,1,2,34,1,South,26.6,549347.05
72,2894,1,4,37,1,West,31.7,569949.54
73,2697,2,1,43,1,West,8.1,517409.36
74,2542,3,4,5,2,East,17.4,651457.29
75,1360,4,4,36,3,East,25.5,398382.68
76,3159,1,4,6,1,South,11.2,630995.94
77,1433,1,1,20,1,South,21.3,257419.81
78,1981,4,1,30,2,West,2.0,495137.81
79,2443,2,2,15,1,North,11.9,562779.58
80,2625,3,3,13,0,South,11.0,570646.15
81,1481,3,3,10,0,South,23.8,302206.26
82,1714,3,1,42,1,East,22.2,311305.13
83,1862,2,3,1,2,South,24.2,413231.77
84,1551,5,2,26,1,South,30.9,349613.22
85,1484,1,2,5,2,North,32.8,299796.15
86,2973,4,2,25,1,South,4.5,624771.88
87,1267,3,3,33,1,North,22.7,367039.61
88,1748,1,1,34,0,East,12.6,327111.06
89,1030,5,4,8,1,South,11.8,318349.85
90,2554,4,4,40,2,North,29.1,585618.23
91,2705,1,2,15,2,East,19.0,582106.46
92,1917,3,3,21,2,South,16.1,410040.05
93,808,1,1,41,1,South,7.5,120110.3
94,936,1,2,25,0,East,26.2,230522.7
95,1296,2,3,38,3,East,30.5,231931.09
96,973,2,4,3,3,North,23.7,262702.88
97,1225,5,2,38,3,North,25.5,354484.66
98,1951,3,1,42,2,East,4.7,466637.82
99,2140,3,4,6,3,West,11.8,504222.18
100,2455,5,2,41,3,East,16.9,574014.77
101,3029,1,1,25,1,South,27.6,545773.81
102,2544,5,4,2,3,East,4.3,674474.07
103,1858,1,1,33,2,North,8.0,407149.07
104,1506,1,3,16,3,South,33.4,351246.53
105,2869,1,2,10,3,South,5.9,630444.03
106,673,3,4,41,3,South,25.9,165159.23
107,2515,5,4,13,3,East,14.9,649647.63
108,2010,5,2,26,3,South,30.8,398563.89
109,1905,1,1,14,2,West,3.3,414291.63
110,1133,4,1,14,3,South,26.0,251742.44
111,1375,5,3,25,3,North,33.3,331246.08
112,1466,5,2,16,3,East,24.8,399850.97
113,755,2,4,23,2,West,13.4,260704.95
114,2095,3,3,30,1,East,33.9,419714.37
115,2102,2,4,24,0,West,28.3,397234.47
116,1649,2,4,31,0,South,24.1,284531.37
117,2948,5,4,37,2,West,10.1,721443.55
118,1820,3,4,6,3,North,26.6,455143.76
119,834,3,4,5,2,North,31.8,227824.63
120,778,3,4,20,1,West,22.7,164401.99
121,1588,2,2,32,0,West,14.0,305543.89
122,1116,5,2,38,3,East,34.3,299094.41
123,2847,3,3,20,0,West,3.0,676685.1
124,2797,2,4,38,3,South,11.9,589939.06
125,3108,3,1,8,0,East,33.7,595505.83
126,1955,2,4,32,2,South,22.1,417953.69
127,1896,3,2,31,3,South,4.3,410967.29
128,2907,4,2,37,1,North,20.1,640297.4
129,2272,5,2,0,0,North,34.9,611949.87
130,2836,3,1,31,2,West,32.6,531375.48
131,1147,4,2,24,3,South,11.5,239048.27
132,1142,3,1,38,3,West,9.5,331261.7
133,794,1,4,38,1,South,10.1,156483.91
134,1669,5,4,16,0,North,8.4,470215.57
135,2660,5,3,25,0,South,7.6,526981.93
136,1991,4,4,3,3,South,11.3,533757.17
137,2048,1,1,4,2,East,27.7,463618.79
138,898,4,2,4,2,East,18.9,293598.99
139,974,2,4,29,3,East,8.6,319639.05
140,867,5,4,27,3,South,29.4,214847.57
141,1587,1,2,42,1,South,15.8,317252.91
142,2796,4,1,0,1,East,6.2,687443.14
143,2537,2,1,38,2,East,22.3,550910.96
144,2758,5,3,38,3,South,2.8,557554.77
145,1409,4,3,7,3,North,1.8,410881.48
146,1627,4,1,8,0,West,27.5,391009.66
147,3096,3,3,37,3,East,11.5,681127.1
148,2452,3,4,37,2,West,22.1,484208.55
149,2408,4,2,37,3,West,16.2,523327.74
150,1971,2,1,16,3,West,34.8,422373.65
151,920,3,1,37,0,West,4.0,253192.4
152,2557,2,3,4,2,East,34.5,557730.97
153,1593,2,3,45,0,South,24.6,269720.38
154,1454,3,2,17,0,North,34.9,339476.5
155,2496,4,3,7,1,North,7.3,632077.04
156,1859,1,3,0,3,West,11.0,524378.54
157,1081,5,4,34,2,South,5.0,289097.41
158,2927,1,4,9,2,North,34.6,627740.54
159,1656,3,3,0,0,North,10.9,448434.81
160,2733,4,2,6,1,South,9.4,663148.96
161,1684,2,2,20,0,West,19.5,331820.12
162,1440,4,4,44,3,South,31.1,321724.33
163,2696,3,2,27,1,North,19.5,581820.08
164,2899,1,2,19,3,East,1.5,625658.05
165,1451,5,4,24,0,North,12.1,341472.84
166,1667,1,2,25,3,South,22.5,313834.51
167,2060,1,4,7,2,North,17.2,562596.08
168,2390,4,1,2,2,North,8.3,579229.05
169,1930,1,2,7,2,South,12.9,307089.84
170,2465,3,1,2,0,North,15.5,581139.73
171,2761,1,4,33,1,West,1.4,547276.85
172,1674,3,1,27,2,East,22.2,296692.59
173,2809,5,4,33,3,West,29.9,592949.84
174,2759,1,4,15,2,South,6.7,543354.81
175,3144,3,1,23,2,East,28.0,668459.98
176,1837,5,1,13,2,East,14.5,467332.8
177,2807,2,4,28,1,South,10.0,598159.71
178,3100,2,3,7,0,East,20.5,637484.96
179,3050,3,3,3,3,East,7.1,721654.95
180,3039,2,3,34,1,West,11.4,600265.99
181,1648,1,4,9,1,South,28.7,340969.28
182,2946,3,3,43,1,West,15.9,513051.83
183,1764,5,4,13,2,North,33.7,457008.98
184,2967,3,2,16,0,North,10.3,699153.06
185,2715,2,1,35,1,South,9.1,571031.53
186,1025,5,1,17,1,West,19.2,297787.96
187,976,1,4,9,2,North,28.5,271534.67
188,2303,2,1,13,1,West,28.1,393990.5
189,1275,5,1,35,0,East,9.1,315020.59
190,2540,1,3,8,2,East,7.7,510275.22
191,2641,5,1,21,3,North,12.3,598509.41
192,1998,1,4,14,2,East,14.7,454988.63
193,2635,2,2,18,2,North,7.4,593974.89
194,2000,4,2,37,1,East,7.0,484457.59
195,2103,4,2,29,2,West,26.2,432522.81
196,1163,2,2,3,0,West,11.4,250349.36
197,2145,2,3,32,2,West,32.5,396317.95
198,1060,5,4,37,0,North,19.1,272567.11
199,2232,3,1,29,3,West,2.1,538738.03
200,2647,1,1,2,1,East,25.5,486550.77
201,2607,4,3,23,0,East,7.1,579031.36
202,1031,3,3,24,0,West,15.1,284483.92
203,2663,1,2,1,0,South,15.8,503028.96
204,2507,4,4,35,1,North,2.5,620273.68
205,1029,3,2,6,0,West,31.8,234927.65
206,846,3,2,15,1,East,10.6,236517.49
207,2310,5,4,14,0,North,21.5,508816.86
208,1701,3,2,40,0,South,9.7,328457.39
209,1921,1,4,43,3,North,21.0,394049.04
210,711,5,2,35,1,West,30.0,176026.42
211,1259,2,3,16,3,South,7.1,259951.41
212,2334,3,3,29,3,North,15.3,563423.83
213,2264,3,4,29,0,South,18.9,479953.21
214,1397,5,4,16,1,East,4.5,468041.04
215,1523,1,1,11,0,East,21.3,293496.45
216,1843,2,3,6,1,West,35.0,362218.13
217,1517,2,2,20,1,South,28.4,310037.53
218,1380,3,2,27,3,East,18.6,291379.27
219,1448,2,4,33,1,West,7.9,307248.73
220,1965,4,2,9,3,South,4.6,469795.34
221,2064,1,1,29,2,North,30.8,358060.6
222,2327,5,3,40,2,East,26.1,553815.78
223,1285,5,4,35,1,East,27.1,349394.17
224,1075,1,3,40,2,South,16.9,114755.07
225,1449,4,2,36,0,East,2.6,277121.89
226,2632,5,1,22,0,East,20.5,541670.42
227,2783,2,2,45,2,West,18.2,549578.97
228,2646,4,3,31,3,North,2.5,668317.08
229,1650,5,2,21,0,South,14.1,420055.07
230,3053,5,3,33,2,South,23.1,635047.34
231,2107,3,2,43,0,South,5.5,371631.07
232,1621,4,1,15,3,North,10.2,450675.87
233,2139,1,3,0,0,South,8.6,422885.36
234,2877,3,4,7,0,North,26.1,620961.89
235,1757,4,4,33,3,West,14.1,372390.6
236,888,4,1,19,0,East,22.8,186616.23
237,1432,2,4,1,0,South,14.6,319347.69
238,3185,2,1,23,3,North,15.6,657559.37
239,1835,4,4,41,0,West,5.2,487448.65
240,1191,1,3,31,1,East,15.6,261637.46
241,2898,2,1,43,3,West,34.9,528909.26
242,1603,4,4,31,3,East,26.6,390813.09
243,1466,4,4,2,0,West,24.5,434667.92
244,888,5,3,2,3,West,28.4,254537.63
245,3063,4,2,36,3,East,3.2,707985.49
246,2780,5,3,42,0,South,28.2,500835.67
247,1642,2,4,24,2,West,28.0,348725.42
248,1889,3,1,9,2,South,23.4,407456.96
249,1298,4,1,38,1,West,32.1,194140.97
250,3105,4,3,10,1,South,3.1,681600.47
251,2994,2,4,36,1,North,4.1,664839.05
252,1018,4,3,4,3,North,32.3,333217.7
253,1269,1,1,20,0,South,15.0,218267.82
254,2925,2,1,22,2,East,33.1,662230.08
255,1206,4,3,26,2,South,17.2,349969.04
256,1567,4,4,42,2,West,15.8,288491.01
257,2712,1,3,28,2,South,28.4,501326.55
258,1252,5,1,30,1,South,16.8,289307.89
259,2808,4,2,37,1,South,7.1,583971.89
260,2326,2,2,22,0,East,15.6,532890.05
261,1123,4,1,33,1,North,8.0,199544.99
262,727,2,2,39,1,West,31.7,76479.93
263,1088,1,1,1,3,West,30.0,294003.1
264,1990,3,3,43,2,East,5.3,492863.01
265,3098,5,3,39,1,East,12.8,753151.7
266,1858,5,4,25,3,East,28.6,512519.93
267,977,1,1,29,2,South,1.8,155439.37
268,773,4,4,36,1,West,1.1,285471.29
269,1128,1,4,28,2,North,7.3,299762.99
270,1757,5,1,45,1,North,32.7,367696.3
271,1777,3,4,29,3,South,17.4,394011.48
272,1427,5,1,1,3,East,6.9,408915.69
273,2235,3,2,13,0,East,8.3,495669.25
274,1284,4,2,26,1,East,5.6,366564.48
275,1300,1,4,29,1,West,20.5,254549.0
276,3023,4,2,31,2,West,7.9,661838.54
277,2012,3,4,33,2,West,22.1,453540.45
278,2176,1,3,25,3,South,34.2,377035.27
279,2109,3,3,4,0,East,22.1,476301.95
280,1043,2,3,13,2,East,9.0,338556.48
281,2134,1,2,25,3,East,6.6,411943.63
282,2581,5,2,12,0,East,10.6,582126.87
283,757,4,2,22,2,East,17.3,181521.7
284,1592,3,3,40,2,South,8.2,346036.25
285,1361,2,1,12,0,North,1.2,452184.92
286,2177,2,2,40,0,North,27.9,375241.88
287,2961,4,2,44,0,North,20.1,650505.4
288,1619,1,4,6,1,South,25.7,386583.27
289,815,3,4,41,2,South,14.5,112423.51
290,2278,2,3,34,3,West,8.7,448904.89
291,1440,1,1,17,2,North,21.7,319219.58
292,2389,3,4,32,2,North,15.2,520505.74
293,1007,2,4,5,1,North,10.5,335465.11
294,1373,5,4,21,0,North,30.0,409987.77
295,1640,4,3,17,2,East,34.0,404557.91
296,2770,2,3,18,2,South,27.6,535092.75
297,2053,5,2,37,3,East,31.5,460727.25
298,2226,4,3,14,2,North,21.2,556813.64
299,2449,3,3,26,3,West,9.5,510854.1
300,2194,1,4,32,3,South,29.8,387827.93
301,2901,1,1,36,3,North,25.8,580604.02
302,1206,5,3,20,2,West,5.9,356763.14
303,2277,3,3,35,0,South,34.4,414736.53
304,1297,5,4,31,3,South,33.0,324282.9
305,2071,3,4,8,2,North,13.7,454081.07
306,1658,3,2,32,2,East,16.2,421839.72
307,2991,5,3,16,1,South,14.9,585540.65
308,736,3,2,45,0,North,18.1,172927.81
309,2051,3,1,37,3,East,10.1,450928.4
310,789,5,1,31,1,East,6.4,233009.11
311,1579,2,1,32,2,North,32.9,317800.37
312,2340,2,4,3,0,North,23.8,525436.99
313,1258,5,2,37,3,North,34.5,277627.54
314,1457,5,1,10,1,West,24.7,346795.36
315,2373,5,2,34,0,South,12.0,496666.43
316,2487,5,4,27,1,South,28.2,496433.17
317,2298,1,3,45,0,North,9.3,481737.74
318,840,5,2,1,1,North,35.0,237476.38
319,1513,1,2,30,2,East,14.1,299689.81
320,2538,5,4,20,1,West,15.2,587112.89
321,2852,4,2,25,0,West,24.5,594837.63
322,1196,3,1,14,0,East,11.4,284172.67
323,1657,3,3,31,0,South,16.1,346085.13
324,2868,4,1,8,3,South,12.9,680008.49
325,967,4,3,6,2,North,1.8,344515.16
326,2962,3,4,2,0,North,21.0,731348.88
327,1610,1,3,4,1,South,20.6,291088.42
328,2408,2,2,0,1,West,12.9,563365.63
329,1772,1,3,15,2,South,13.6,366070.75
330,1655,5,2,7,2,South,2.3,510863.81
331,1608,5,3,31,2,North,11.5,416256.46
332,715,1,1,43,0,North,26.1,82716.7
333,2972,4,4,45,0,East,17.7,653622.61
334,2591,2,1,15,1,West,7.3,564630.1
335,3005,3,2,40,1,East,5.5,630000.08
336,2085,5,4,43,1,North,17.4,410705.35
337,3101,3,3,27,3,East,17.1,683936.48
338,859,5,3,4,3,North,16.6,330526.23
339,1563,2,3,2,3,East,21.1,399488.85
340,2105,2,4,27,0,South,12.9,400708.19
341,1874,5,1,28,0,South,14.4,433738.2
342,665,5,2,24,0,North,12.2,236439.16
343,910,4,3,26,1,North,22.2,254447.53
344,1801,5,2,29,1,South,2.2,364639.16
345,2759,3,2,16,1,South,24.9,536379.28
346,2214,4,4,38,2,East,28.3,438553.95
347,1380,1,4,33,0,East,13.4,346467.26
348,2697,3,4,17,3,West,2.0,653774.14
349,2917,4,1,33,0,North,24.9,573095.63
350,1391,2,3,30,2,West,22.6,288093.28
351,2993,2,1,13,2,East,26.6,655715.7
352,1241,1,3,9,3,North,5.8,366508.04
353,2120,3,1,13,0,West,20.4,441232.38
354,1494,2,1,36,2,West,14.1,363496.28
355,2485,4,3,7,3,South,3.1,610265.82
356,801,2,2,24,3,North,22.6,250196.13
357,786,4,4,44,3,South,18.2,178045.45
358,3026,1,3,3,3,West,28.4,617880.75
359,1101,5,1,25,0,West,13.0,303470.47
360,2896,1,2,13,3,South,14.9,580538.15
361,2352,2,4,38,1,South,9.8,483124.37
362,2186,2,2,6,0,East,17.6,476990.46
363,2502,4,3,27,0,North,17.2,566482.39
364,840,3,3,34,3,East,3.4,253490.55
365,779,4,2,5,1,North,33.6,190400.78
366,863,4,1,18,2,West,29.0,252048.61
367,702,4,3,6,2,North,29.9,227259.24
368,3027,3,4,24,0,West,17.6,595564.4
369,1791,3,2,0,3,East,13.8,464580.92
370,968,3,1,28,0,South,25.6,137860.82
371,1455,4,3,13,0,West,34.6,367199.35
372,1021,4,3,17,0,East,26.7,283599.64
373,2956,3,3,36,1,South,4.1,583709.76
374,2653,5,2,45,1,East,28.2,500390.35
375,668,1,1,22,3,East,16.5,185570.71
376,1419,3,3,34,0,North,1.4,344202.73
377,2324,4,3,17,3,North,9.6,542421.99
378,1699,4,2,29,1,East,31.8,296238.21
379,1220,3,3,17,3,South,17.6,317738.64
380,1695,5,2,6,0,South,26.4,321959.9
381,1737,1,1,39,1,East,16.0,281049.47
382,2435,1,3,17,0,North,1.3,584816.85
383,2063,3,2,16,1,West,21.6,471176.74
384,1854,4,4,17,0,East,10.6,425856.48
385,2217,3,2,37,1,North,5.7,480155.05
386,2721,4,3,32,0,South,24.3,562974.94
387,885,4,1,8,1,East,21.8,252682.98
388,1915,3,1,3,3,East,9.4,461593.14
389,2579,2,4,28,0,East,2.6,577518.28
390,1390,4,1,6,2,East,28.7,352088.61
391,2862,3,1,7,2,North,24.7,590724.7
392,1146,5,1,36,2,South,5.3,236019.75
393,738,2,1,33,0,South,27.6,128093.22
394,2576,4,2,17,3,West,14.1,647652.13
395,2598,4,4,33,2,East,27.7,591024.07
396,1209,3,1,13,2,North,30.2,286351.53
397,3185,5,4,21,0,West,6.3,703585.39
398,2203,4,4,4,3,South,17.4,531341.94
399,742,5,2,37,0,West,27.1,203076.08
400,2184,4,2,3,2,South,33.5,504078.61
401,1540,2,1,43,0,West,23.6,258104.22
402,3107,2,2,19,1,West,23.3,631679.33
403,1350,5,3,13,0,East,33.5,280074.97
404,878,1,1,21,2,East,5.3,216601.89
405,2885,5,4,28,3,North,21.9,729395.46
406,1179,5,2,44,1,North,25.1,274982.59
407,1486,5,3,43,3,West,14.1,378116.01
408,2337,3,3,30,0,East,20.9,518358.43
409,1487,4,3,44,0,South,16.3,320409.89
410,1494,2,2,10,0,West,3.4,365722.78
411,1913,1,4,0,0,East,14.1,434730.24
412,978,2,1,31,3,West,1.1,169945.67
413,2033,5,3,43,2,East,25.4,402636.97
414,2934,2,3,0,1,North,31.4,630479.31
415,3183,4,4,40,0,South,7.1,678095.64
416,2515,3,4,34,3,North,31.2,554469.93
417,2164,5,4,34,1,West,9.4,552586.68
418,1217,3,1,14,1,West,1.9,274550.74
419,2876,3,2,37,1,North,11.8,551330.21
420,892,2,1,31,0,West,16.0,193489.21
421,2462,4,1,37,2,South,29.5,514118.87
422,2798,1,4,43,2,North,20.6,578006.52
423,1834,5,4,23,3,South,3.9,452558.38
424,2103,5,2,45,0,East,8.2,493906.44
425,2719,1,4,15,3,North,25.7,649689.76
426,3021,1,1,25,2,South,17.7,517059.65
427,733,5,4,42,2,East,21.6,206311.93
428,1969,5,1,3,1,South,5.9,510204.63
429,1695,3,3,11,1,East,20.7,414382.72
430,1238,1,4,2,3,North,11.9,343782.64
431,2855,1,2,32,1,North,2.6,597910.14
432,990,3,3,12,0,South,13.7,211688.02
433,1507,5,4,7,1,South,21.1,332008.38
434,1716,4,3,4,0,South,20.7,404631.15
435,1228,1,2,33,0,South,11.4,169912.86
436,2394,4,1,13,0,West,16.5,513219.48
437,2282,5,3,43,3,South,12.1,460116.74
438,660,4,4,40,3,East,17.0,225929.58
439,1047,3,2,15,1,West,27.8,225559.32
440,1658,1,2,14,1,North,22.6,358149.51
441,2895,4,1,40,3,North,16.1,567440.68
442,1680,5,2,15,2,South,7.1,424727.3
443,1735,3,3,26,1,East,8.7,398446.98
444,2361,4,4,38,1,South,26.7,436754.51
445,2660,1,4,39,3,North,10.8,595193.08
446,1147,5,4,35,0,East,24.7,316884.0
447,2359,2,3,28,1,West,6.0,568246.91
448,2884,5,1,14,0,East,5.8,663249.06
449,2919,1,1,11,2,West,29.7,569800.24
450,1479,4,3,23,2,South,23.3,293122.05
451,2611,4,3,45,0,South,6.0,502099.52
452,2759,5,2,25,1,South,31.9,582317.72
453,1039,2,3,18,0,East,29.9,209757.76
454,2761,5,4,33,3,East,19.8,693472.1
455,3014,3,3,6,3,North,13.6,673046.15
456,2907,4,2,6,3,West,8.6,674587.41
457,2872,1,4,16,1,North,12.5,634290.68
458,1310,4,2,34,3,East,24.7,280425.9
459,1921,2,1,38,1,South,7.9,346501.92
460,2792,3,3,4,0,West,26.6,588680.84
461,875,4,3,6,0,East,34.1,242205.51
462,1238,3,4,27,1,North,25.8,309824.24
463,1179,1,1,34,2,North,3.6,316789.06
464,1668,4,3,43,0,North,9.6,484988.57
465,942,2,4,19,3,West,5.0,313096.0
466,1103,4,3,7,3,West,20.9,335087.62
467,3163,4,4,11,1,East,9.5,702392.58
468,1885,1,1,35,1,East,11.3,349374.44
469,2730,2,1,30,2,East,2.0,521691.7
470,841,1,2,18,1,South,22.8,167637.37
471,778,4,4,25,2,East,24.4,183693.26
472,3090,3,4,10,0,South,20.0,667699.31
473,3102,1,3,25,1,South,4.6,594174.1
474,683,2,1,23,0,South,24.8,115515.05
475,1272,5,4,7,2,East,32.6,375151.38
476,1916,4,4,8,3,East,31.8,406485.1
477,2288,2,2,37,3,East,33.9,407407.2
478,2787,5,4,20,2,South,30.7,604492.78
479,674,4,1,6,0,South,25.1,176367.29
480,988,2,3,26,1,South,7.0,255071.5
481,706,1,3,22,1,East,34.9,126982.04
482,2173,5,2,35,3,West,8.5,504423.72
483,2028,2,1,6,1,North,14.1,536562.09
484,2004,2,4,37,1,West,33.0,388234.38
485,1163,2,4,41,1,West,34.8,239490.79
486,2582,4,4,40,3,West,11.5,570067.64
487,2981,1,2,7,3,South,32.9,517448.14
488,2432,1,3,22,3,South,6.5,526705.39
489,3161,3,4,16,1,East,9.0,733682.43
490,2754,4,1,42,0,North,3.1,630046.24
491,864,4,4,41,2,South,24.4,158305.42
492,2673,3,3,41,1,North,3.5,574737.6
493,2227,2,2,39,3,North,19.8,395644.31
494,2136,5,4,22,0,South,15.9,501087.4
495,1161,5,3,0,2,South,11.5,375756.18
496,1542,1,1,5,1,North,25.8,319202.53
497,1558,2,3,10,2,West,22.8,345432.4
498,924,3,2,16,1,North,13.1,269012.83
499,1501,3,2,23,0,North,8.3,432491.13
500,1067,5,2,34,3,North,29.4,314994.53
